,current_state,go_in_elevator_time,go_out_elevator_time,goin_duration,goin_rollback_duration,goout_duration,robot_id,trip_id,date
321,go out elevator,2020-01-20 14:14:15.080,2020-01-20 14:14:39.124,13.626,,7.592,EVT6-2-22,50,2020-01-20 14:14:15.080
322,go out elevator,2020-01-20 14:16:49.233,2020-01-20 14:17:14.320,14.519,,8.349,EVT6-2-22,51,2020-01-20 14:16:49.233
323,go out elevator,2020-01-20 14:18:59.422,2020-01-20 14:19:24.462,14.843,,8.651,EVT6-2-22,52,2020-01-20 14:18:59.422
324,go out elevator,2020-01-20 14:21:19.559,2020-01-20 14:21:44.601,14.181,,7.073,EVT6-2-22,53,2020-01-20 14:21:19.559
325,go out elevator,2020-01-20 14:24:02.737,2020-01-20 14:24:27.774,14.613,,8.785,EVT6-2-22,54,2020-01-20 14:24:02.737
326,go out elevator,2020-01-20 14:26:31.912,2020-01-20 14:26:58.954,17.113,,7.808,EVT6-2-22,55,2020-01-20 14:26:31.912
327,go out elevator,2020-01-20 14:28:35.216,2020-01-20 14:29:03.265,17.445,,7.719,EVT6-2-22,56,2020-01-20 14:28:35.216
328,go out elevator,2020-01-20 14:30:56.380,2020-01-20 14:31:20.434,13.672,,7.37,EVT6-2-22,57,2020-01-20 14:30:56.380
329,go out elevator,2020-01-20 14:33:07.555,2020-01-20 14:33:31.597,13.475999999999999,,7.873,EVT6-2-22,58,2020-01-20 14:33:07.555
330,go out elevator,2020-01-20 14:35:12.715,2020-01-20 14:35:37.743,14.246,,7.012,EVT6-2-22,59,2020-01-20 14:35:12.715
331,go out elevator,2020-01-20 14:37:22.921,2020-01-20 14:37:51.973,18.177,,7.678,EVT6-2-22,60,2020-01-20 14:37:22.921
332,go out elevator,2020-01-20 14:39:56.211,2020-01-20 14:40:20.255,13.986,,8.064,EVT6-2-22,61,2020-01-20 14:39:56.211
333,go out elevator,2020-01-20 14:42:37.389,2020-01-20 14:43:02.432,14.236,,7.966,EVT6-2-22,62,2020-01-20 14:42:37.389
334,go in elevator,2020-01-20 14:44:27.534,,,14.175,,EVT6-2-22,63,2020-01-20 14:44:27.534
335,go out elevator,2020-01-20 14:45:25.611,2020-01-20 14:45:50.644,14.473,,7.86,EVT6-2-22,63,2020-01-20 14:45:25.611
336,go out elevator,2020-01-20 14:47:37.972,2020-01-20 14:48:05.019,16.818,,8.084,EVT6-2-22,64,2020-01-20 14:47:37.972
337,go out elevator,2020-01-20 14:49:43.127,2020-01-20 14:50:11.169,17.64,,7.75,EVT6-2-22,65,2020-01-20 14:49:43.127
338,go out elevator,2020-01-20 14:52:23.294,2020-01-20 14:52:49.333,15.252,,8.057,EVT6-2-22,66,2020-01-20 14:52:23.294
339,go out elevator,2020-01-20 14:54:48.446,2020-01-20 14:55:13.491,14.865,,8.077,EVT6-2-22,67,2020-01-20 14:54:48.446
340,go out elevator,2020-01-20 14:57:13.598,2020-01-20 14:57:37.639,13.207,,7.316,EVT6-2-22,68,2020-01-20 14:57:13.598
341,go out elevator,2020-01-20 14:59:55.775,2020-01-20 15:00:20.810,14.404,,7.218,EVT6-2-22,69,2020-01-20 14:59:55.775
342,go out elevator,2020-01-20 15:02:25.930,2020-01-20 15:02:54.974,16.119,,7.848,EVT6-2-22,70,2020-01-20 15:02:25.930
343,go out elevator,2020-01-20 15:04:42.093,2020-01-20 15:05:06.287,13.549,,7.328,EVT6-2-22,71,2020-01-20 15:04:42.093
344,go out elevator,2020-01-20 15:07:23.401,2020-01-20 15:07:48.440,14.885,,8.954,EVT6-2-22,72,2020-01-20 15:07:23.401
345,go out elevator,2020-01-20 15:12:49.021,2020-01-20 15:13:13.060,13.807,,8.035,EVT6-2-22,74,2020-01-20 15:12:49.021
346,go out elevator,2020-01-20 15:14:30.143,2020-01-20 15:14:54.182,13.36,,7.579,EVT6-2-22,75,2020-01-20 15:14:30.143
347,go out elevator,2020-01-20 15:18:21.383,2020-01-20 15:18:45.423,13.769,,8.7,EVT6-2-22,76,2020-01-20 15:18:21.383
348,go out elevator,2020-01-20 15:20:22.635,2020-01-20 15:20:47.675,14.132,,7.168,EVT6-2-22,77,2020-01-20 15:20:22.635
349,go out elevator,2020-01-20 15:22:31.777,2020-01-20 15:22:55.812,13.786,,7.882,EVT6-2-22,78,2020-01-20 15:22:31.777
350,go out elevator,2020-01-20 15:24:13.935,2020-01-20 15:24:38.971,14.516,,7.378,EVT6-2-22,79,2020-01-20 15:24:13.935
351,go out elevator,2020-01-20 15:26:43.096,2020-01-20 15:27:10.135,16.417,,8.73,EVT6-2-22,80,2020-01-20 15:26:43.096
352,go out elevator,2020-01-20 15:28:44.239,2020-01-20 15:29:07.274,12.458,,7.481,EVT6-2-22,81,2020-01-20 15:28:44.239
353,go out elevator,2020-01-20 15:30:46.411,2020-01-20 15:31:11.447,14.732,,8.456,EVT6-2-22,82,2020-01-20 15:30:46.411
354,go in elevator,2020-01-20 15:33:18.645,,,7.751,,EVT6-2-22,83,2020-01-20 15:33:18.645
355,go out elevator,2020-01-20 15:34:05.708,2020-01-20 15:34:29.742,13.479,,7.398,EVT6-2-22,83,2020-01-20 15:34:05.708
356,go out elevator,2020-01-20 15:36:27.822,2020-01-20 15:36:53.863,15.352,,8.063,EVT6-2-22,84,2020-01-20 15:36:27.822
357,go out elevator,2020-01-20 15:38:21.011,2020-01-20 15:38:45.046,13.67,,7.608,EVT6-2-22,85,2020-01-20 15:38:21.011
358,go out elevator,2020-01-20 15:40:36.127,2020-01-20 15:41:02.168,15.04,,8.669,EVT6-2-22,86,2020-01-20 15:40:36.127
359,go out elevator,2020-01-20 15:42:34.256,2020-01-20 15:42:58.290,14.034,,8.254,EVT6-2-22,87,2020-01-20 15:42:34.256
360,go out elevator,2020-01-20 15:44:39.379,2020-01-20 15:45:04.416,14.974,,8.818,EVT6-2-22,88,2020-01-20 15:44:39.379
361,go out elevator,2020-01-20 15:46:32.490,2020-01-20 15:46:56.523,13.639,,7.288,EVT6-2-22,89,2020-01-20 15:46:32.490
362,go out elevator,2020-01-20 15:49:01.627,2020-01-20 15:49:26.668,14.975,,8.526,EVT6-2-22,90,2020-01-20 15:49:01.627
363,go out elevator,2020-01-20 15:50:45.861,2020-01-20 15:51:10.910,14.354,,7.201,EVT6-2-22,91,2020-01-20 15:50:45.861
364,go out elevator,2020-01-20 15:53:15.041,2020-01-20 15:53:41.084,15.856,,8.776,EVT6-2-22,92,2020-01-20 15:53:15.041
365,go out elevator,2020-01-20 15:55:21.191,2020-01-20 15:55:45.223,13.695,,7.325,EVT6-2-22,93,2020-01-20 15:55:21.191
366,go out elevator,2020-01-20 15:57:40.357,2020-01-20 15:58:04.401,14.166,,10.272,EVT6-2-22,94,2020-01-20 15:57:40.357
367,go in elevator,2020-01-20 15:59:27.498,,,28.163,,EVT6-2-22,95,2020-01-20 15:59:27.498
368,go out elevator,2020-01-20 16:00:53.672,2020-01-20 16:01:18.765,14.253,,7.376,EVT6-2-22,95,2020-01-20 16:00:53.672
369,go out elevator,2020-01-20 16:03:20.895,2020-01-20 16:03:44.942,14.082,,7.957,EVT6-2-22,96,2020-01-20 16:03:20.895
370,go out elevator,2020-01-20 16:06:01.078,2020-01-20 16:06:25.121,13.661,,7.717,EVT6-2-22,97,2020-01-20 16:06:01.078
371,go out elevator,2020-01-20 16:08:02.221,2020-01-20 16:08:26.260,13.536,,7.758,EVT6-2-22,98,2020-01-20 16:08:02.221
372,go out elevator,2020-01-20 16:09:58.373,2020-01-20 16:10:22.406,13.44,,7.396,EVT6-2-22,99,2020-01-20 16:09:58.373
373,go out elevator,2020-01-20 16:11:56.523,2020-01-20 16:12:20.561,13.129,,7.594,EVT6-2-22,100,2020-01-20 16:11:56.523
374,go in elevator,2020-01-20 16:14:21.724,,,17.266,,EVT6-2-22,101,2020-01-20 16:14:21.724
375,go out elevator,2020-01-20 16:15:53.815,2020-01-20 16:16:17.851,13.593,,7.514,EVT6-2-22,101,2020-01-20 16:15:53.815
376,go out elevator,2020-01-20 16:18:18.965,2020-01-20 16:18:45.006,15.887,,8.107,EVT6-2-22,102,2020-01-20 16:18:18.965
377,go out elevator,2020-01-20 16:20:31.101,2020-01-20 16:20:56.144,14.506,,7.101,EVT6-2-22,103,2020-01-20 16:20:31.101
378,go out elevator,2020-01-20 16:22:45.287,2020-01-20 16:23:09.321,13.426,,7.575,EVT6-2-22,104,2020-01-20 16:22:45.287
379,go out elevator,2020-01-20 16:25:23.444,2020-01-20 16:25:48.470,14.757,,7.71,EVT6-2-22,105,2020-01-20 16:25:23.444
380,go out elevator,2020-01-20 16:27:47.602,2020-01-20 16:28:15.643,17.886,,7.78,EVT6-2-22,106,2020-01-20 16:27:47.602
381,go out elevator,2020-01-20 16:29:49.793,2020-01-20 16:30:12.830,13.014,,7.551,EVT6-2-22,107,2020-01-20 16:29:49.793
382,go out elevator,2020-01-20 16:33:54.015,2020-01-20 16:34:20.061,15.836,,8.22,EVT6-2-22,108,2020-01-20 16:33:54.015
383,go out elevator,2020-01-20 16:36:18.556,2020-01-20 16:36:43.594,14.453,,9.066,EVT6-2-22,109,2020-01-20 16:36:18.556
384,go in elevator,2020-01-20 16:39:15.760,,,20.879,,EVT6-2-22,110,2020-01-20 16:39:15.760
385,go in elevator,2020-01-20 16:40:36.843,,,6.829,,EVT6-2-22,110,2020-01-20 16:40:36.843
386,go out elevator,2020-01-20 16:42:25.964,2020-01-20 16:42:53.017,16.837,,10.888,EVT6-2-22,110,2020-01-20 16:42:25.964
387,go out elevator,2020-01-20 16:45:29.182,2020-01-20 16:45:54.225,14.952,,7.741,EVT6-2-22,111,2020-01-20 16:45:29.182
388,go out elevator,2020-01-20 16:48:13.372,2020-01-20 16:48:38.412,14.386,,7.68,EVT6-2-22,112,2020-01-20 16:48:13.372
389,go out elevator,2020-01-20 16:50:01.494,2020-01-20 16:50:26.666,14.876,,7.423,EVT6-2-22,113,2020-01-20 16:50:01.494
390,go out elevator,2020-01-20 16:52:30.779,2020-01-20 16:52:54.815,13.487,,7.65,EVT6-2-22,114,2020-01-20 16:52:30.779
391,go out elevator,2020-01-20 16:56:01.617,2020-01-20 16:56:30.659,13.858,,11.059,EVT6-2-22,115,2020-01-20 16:56:01.617
392,go out elevator,2020-01-20 15:17:53.830,2020-01-20 15:18:23.873,14.134,,10.266,EVT6-2-3,7,2020-01-20 15:17:53.830
393,go out elevator,2020-01-20 15:19:46.079,2020-01-20 15:20:13.128,16.122,,10.047,EVT6-2-3,8,2020-01-20 15:19:46.079
394,go out elevator,2020-01-20 15:29:41.755,2020-01-20 15:30:06.792,14.954,,9.58,EVT6-2-3,9,2020-01-20 15:29:41.755
395,go out elevator,2020-01-20 15:40:24.545,2020-01-20 15:40:54.580,14.899000000000001,,10.31,EVT6-2-3,10,2020-01-20 15:40:24.545
396,go out elevator,2020-01-20 15:50:48.688,2020-01-20 15:51:34.763,15.531,,9.093,EVT6-2-3,11,2020-01-20 15:50:48.688
397,go out elevator,2020-01-20 15:56:34.808,2020-01-20 15:57:00.858,14.777,,10.412,EVT6-2-3,12,2020-01-20 15:56:34.808
398,go out elevator,2020-01-20 15:59:32.018,2020-01-20 15:59:56.065,14.305,,11.391,EVT6-2-3,13,2020-01-20 15:59:32.018
399,go out elevator,2020-01-20 16:09:31.611,2020-01-20 16:09:56.651,14.424,,10.2,EVT6-2-3,14,2020-01-20 16:09:31.611
400,go out elevator,2020-01-20 16:18:48.225,2020-01-20 16:19:14.263,15.357,,11.041,EVT6-2-3,15,2020-01-20 16:18:48.225
401,go out elevator,2020-01-20 16:24:47.441,2020-01-20 16:25:12.477,14.453,,8.252,EVT6-2-3,16,2020-01-20 16:24:47.441
402,go out elevator,2020-01-20 16:33:55.019,2020-01-20 16:34:33.072,19.001,,9.111,EVT6-2-3,17,2020-01-20 16:33:55.019
403,go out elevator,2020-01-20 16:41:12.607,2020-01-20 16:41:43.692,15.213,,9.502,EVT6-2-3,18,2020-01-20 16:41:12.607
404,go out elevator,2020-01-20 14:13:03.370,2020-01-20 14:13:25.414,14.729,,10.631,,76,2020-01-20 14:13:03.370
405,go out elevator,2020-01-20 14:14:49.502,2020-01-20 14:15:14.537,14.321,,10.362,,77,2020-01-20 14:14:49.502
406,go out elevator,2020-01-20 14:17:27.654,2020-01-20 14:18:07.708,14.598,,9.911,,78,2020-01-20 14:17:27.654
407,go out elevator,2020-01-20 14:19:28.790,2020-01-20 14:19:52.839,13.207,,9.389,,79,2020-01-20 14:19:28.790
408,go out elevator,2020-01-20 14:21:42.950,2020-01-20 14:22:06.988,13.258,,9.591,,80,2020-01-20 14:21:42.950
409,go out elevator,2020-01-20 14:23:29.104,2020-01-20 14:23:54.147,14.205,,9.612,,81,2020-01-20 14:23:29.104
410,go out elevator,2020-01-20 14:25:45.246,2020-01-20 14:26:31.304,13.554,,9.202,,82,2020-01-20 14:25:45.246
411,go out elevator,2020-01-20 14:28:19.410,2020-01-20 14:28:43.452,13.722,,9.917,,83,2020-01-20 14:28:19.410
412,go out elevator,2020-01-20 14:30:34.563,2020-01-20 14:30:58.604,13.222,,9.507,,84,2020-01-20 14:30:34.563
413,go out elevator,2020-01-20 14:37:50.275,2020-01-20 14:38:54.377,50.14,,13.471,,86,2020-01-20 14:37:50.275
414,go out elevator,2020-01-20 14:40:30.457,2020-01-20 14:40:57.493,16.335,,10.303,,87,2020-01-20 14:40:30.457
415,go out elevator,2020-01-20 14:42:21.595,2020-01-20 14:42:47.634,14.809,,10.185,,88,2020-01-20 14:42:21.595
416,go out elevator,2020-01-20 14:44:01.701,2020-01-20 14:44:26.735,14.148,,9.549,,89,2020-01-20 14:44:01.701
417,go out elevator,2020-01-20 14:45:52.804,2020-01-20 14:46:17.844,13.838,,10.545,,90,2020-01-20 14:45:52.804
418,go out elevator,2020-01-20 14:47:33.129,2020-01-20 14:47:58.171,14.184,,9.584,,91,2020-01-20 14:47:33.129
419,go out elevator,2020-01-20 14:49:22.270,2020-01-20 14:49:47.311,14.045,,11.468,,92,2020-01-20 14:49:22.270
420,go out elevator,2020-01-20 14:50:49.368,2020-01-20 14:51:15.412,14.707,,9.572,,93,2020-01-20 14:50:49.368
421,go out elevator,2020-01-20 14:52:37.705,2020-01-20 14:53:03.756,14.926,,10.928,,94,2020-01-20 14:52:37.705
422,go out elevator,2020-01-20 14:54:05.844,2020-01-20 14:54:31.885,14.546,,8.896,,95,2020-01-20 14:54:05.844
423,go out elevator,2020-01-20 14:56:41.999,2020-01-20 14:57:11.177,18.318,,11.337,,96,2020-01-20 14:56:41.999
424,go out elevator,2020-01-20 14:58:11.235,2020-01-20 14:58:37.275,14.656,,10.206,,97,2020-01-20 14:58:11.235
425,go out elevator,2020-01-20 15:00:23.369,2020-01-20 15:00:48.406,13.695,,11.101,,98,2020-01-20 15:00:23.369
426,go out elevator,2020-01-20 15:02:00.472,2020-01-20 15:02:26.509,15.054,,9.438,,99,2020-01-20 15:02:00.472
427,go in elevator,2020-01-20 15:03:41.583,,,3.608,,,100,2020-01-20 15:03:41.583
428,go out elevator,2020-01-20 15:04:29.637,2020-01-20 15:04:54.676,13.918,,11.036,,100,2020-01-20 15:04:29.637
429,go out elevator,2020-01-20 15:06:11.745,2020-01-20 15:06:38.785,15.646,,9.058,,101,2020-01-20 15:06:11.745
430,go out elevator,2020-01-20 15:08:33.894,2020-01-20 15:08:58.935,14.479,,10.949,,102,2020-01-20 15:08:33.894
431,go out elevator,2020-01-20 15:10:00.119,2020-01-20 15:10:31.149,13.771,,9.61,,103,2020-01-20 15:10:00.119
432,go out elevator,2020-01-20 15:12:07.234,2020-01-20 15:12:32.272,14.353,,11.208,,104,2020-01-20 15:12:07.234
433,go out elevator,2020-01-20 15:13:31.343,2020-01-20 15:13:57.383,14.895,,9.402,,105,2020-01-20 15:13:31.343
434,go out elevator,2020-01-20 15:15:21.659,2020-01-20 15:15:46.693,14.231,,10.909,,106,2020-01-20 15:15:21.659
435,go out elevator,2020-01-20 15:16:48.761,2020-01-20 15:17:14.800,14.587,,9.449,,107,2020-01-20 15:16:48.761
436,go out elevator,2020-01-20 15:19:03.911,2020-01-20 15:19:28.952,13.999,,10.732,,108,2020-01-20 15:19:03.911
437,go out elevator,2020-01-20 15:20:47.143,2020-01-20 15:21:12.215,13.482,,9.142,,109,2020-01-20 15:20:47.143
438,go out elevator,2020-01-20 15:22:27.282,2020-01-20 15:22:52.316,13.854,,10.633,,110,2020-01-20 15:22:27.282
439,go out elevator,2020-01-20 15:24:05.400,2020-01-20 15:24:31.436,14.795,,9.273,,111,2020-01-20 15:24:05.400
440,go in elevator,2020-01-20 15:26:23.525,,,6.795,,,112,2020-01-20 15:26:23.525
441,go out elevator,2020-01-20 15:27:55.616,2020-01-20 15:28:20.651,14.421,,11.889,,112,2020-01-20 15:27:55.616
442,go out elevator,2020-01-20 15:29:22.712,2020-01-20 15:29:47.796,14.26,,9.912,,113,2020-01-20 15:29:22.712
443,go out elevator,2020-01-20 15:31:08.859,2020-01-20 15:31:33.893,13.768,,10.717,,114,2020-01-20 15:31:08.859
444,go out elevator,2020-01-20 15:32:35.968,2020-01-20 15:33:01.004,14.352,,10.309,,115,2020-01-20 15:32:35.968
445,go out elevator,2020-01-20 15:34:36.087,2020-01-20 15:35:01.159,13.917,,11.435,,116,2020-01-20 15:34:36.087
446,go out elevator,2020-01-20 15:36:20.207,2020-01-20 15:36:45.248,14.603,,12.018,,117,2020-01-20 15:36:20.207
447,go out elevator,2020-01-20 15:38:12.343,2020-01-20 15:38:38.381,14.708,,11.29,,118,2020-01-20 15:38:12.343
448,go out elevator,2020-01-20 15:39:41.447,2020-01-20 15:40:07.484,14.744,,9.055,,119,2020-01-20 15:39:41.447
449,go out elevator,2020-01-20 15:41:31.565,2020-01-20 15:41:56.603,14.077,,11.111,,120,2020-01-20 15:41:31.565
450,go out elevator,2020-01-20 15:42:56.665,2020-01-20 15:43:21.704,14.006,,9.616,,121,2020-01-20 15:42:56.665
451,go out elevator,2020-01-20 15:44:40.785,2020-01-20 15:45:04.821,13.272,,11.166,,122,2020-01-20 15:44:40.785
452,go out elevator,2020-01-20 15:46:39.038,2020-01-20 15:47:03.072,12.952,,9.515,,123,2020-01-20 15:46:39.038
453,go out elevator,2020-01-20 15:48:27.146,2020-01-20 15:48:53.185,14.813,,11.263,,124,2020-01-20 15:48:27.146
454,go out elevator,2020-01-20 15:50:00.253,2020-01-20 15:50:26.287,15.369,,9.622,,125,2020-01-20 15:50:00.253
455,go out elevator,2020-01-20 15:52:02.440,2020-01-20 15:52:27.484,14.389,,11.319,,126,2020-01-20 15:52:02.440
456,go out elevator,2020-01-20 15:53:28.551,2020-01-20 15:53:52.594,13.289,,10.175,,127,2020-01-20 15:53:28.551
457,go out elevator,2020-01-20 15:55:16.680,2020-01-20 15:55:41.709,13.811,,11.912,,128,2020-01-20 15:55:16.680
458,go out elevator,2020-01-20 15:56:41.792,2020-01-20 15:57:07.844,14.929,,9.377,,129,2020-01-20 15:56:41.792
459,go out elevator,2020-01-20 15:58:31.949,2020-01-20 15:58:55.991,13.268,,10.973,,130,2020-01-20 15:58:31.949
460,go out elevator,2020-01-20 15:59:58.069,2020-01-20 16:00:23.100,13.621,,8.999,,131,2020-01-20 15:59:58.069
461,go out elevator,2020-01-20 16:01:54.253,2020-01-20 16:02:17.354,15.513,,9.346,,132,2020-01-20 16:01:54.253
462,go out elevator,2020-01-20 16:03:39.437,2020-01-20 16:04:04.481,14.202,,9.35,,133,2020-01-20 16:03:39.437
463,go out elevator,2020-01-20 16:05:52.662,2020-01-20 16:06:17.709,13.993,,9.872,,134,2020-01-20 16:05:52.662
464,go out elevator,2020-01-20 16:07:41.797,2020-01-20 16:08:06.838,14.099,,9.46,,135,2020-01-20 16:07:41.797
465,go out elevator,2020-01-20 16:10:05.016,2020-01-20 16:10:29.043,13.47,,10.55,,136,2020-01-20 16:10:05.016
466,go out elevator,2020-01-20 16:24:03.495,2020-01-20 16:24:28.532,13.872,,8.889,,137,2020-01-20 16:24:03.495
467,go out elevator,2020-01-20 16:26:21.611,2020-01-20 16:26:46.702,14.5,,10.065,,138,2020-01-20 16:26:21.611
468,go out elevator,2020-01-20 16:28:28.815,2020-01-20 16:28:52.855,13.557,,9.951,,139,2020-01-20 16:28:28.815
469,go out elevator,2020-01-20 16:30:42.937,2020-01-20 16:31:07.974,13.765,,9.074,,140,2020-01-20 16:30:42.937
470,go out elevator,2020-01-20 16:32:29.050,2020-01-20 16:32:53.253,13.262,,9.154,,141,2020-01-20 16:32:29.050
471,go out elevator,2020-01-20 16:34:41.404,2020-01-20 16:35:05.445,13.098,,9.55,,142,2020-01-20 16:34:41.404
472,go out elevator,2020-01-20 16:36:28.522,2020-01-20 16:36:52.605,13.368,,9.57,,143,2020-01-20 16:36:28.522
473,go out elevator,2020-01-20 16:39:19.742,2020-01-20 16:39:43.783,13.181,,9.596,,144,2020-01-20 16:39:19.742
474,go out elevator,2020-01-20 16:41:09.863,2020-01-20 16:41:33.904,13.798,,9.776,,145,2020-01-20 16:41:09.863
475,go out elevator,2020-01-20 16:43:17.049,2020-01-20 16:43:41.091,12.926,,9.321,,146,2020-01-20 16:43:17.049
476,go out elevator,2020-01-20 16:45:02.175,2020-01-20 16:45:26.206,13.813,,9.91,,147,2020-01-20 16:45:02.175
477,go in elevator,2020-01-20 16:47:28.317,,,3.941,,,148,2020-01-20 16:47:28.317
478,go out elevator,2020-01-20 16:48:48.401,2020-01-20 16:49:13.545,13.825,,10.012,,148,2020-01-20 16:48:48.401
479,go out elevator,2020-01-20 16:51:04.626,2020-01-20 16:51:29.661,13.98,,9.086,,149,2020-01-20 16:51:04.626
480,go out elevator,2020-01-20 16:53:39.764,2020-01-20 16:54:03.803,13.268,,10.249,,150,2020-01-20 16:53:39.764
481,go out elevator,2020-01-20 16:55:48.929,2020-01-20 16:56:10.099,13.406,,10.604,,151,2020-01-20 16:55:48.929
